empresa,cnpj,state,natureza_legal,quantidade_natureza_legal,total_capital,quantidade_socios
CLINICA ODONTOLOGICA HINDS EPP,03710196,RJ,Sociedade Simples Pura,219,6.0E7,6
GAIA GERENCIAMENTO E EDUCACAO AMBIENTAL LTDA,03742135,BA,Sociedade Empresária Limitada,14353,6.0E7,6
HONORATO CONSULTORIA DE NEGOCIOS LTDA,03772454,PR,Sociedade Empresária Limitada,14353,6.0E7,6
CDG APOIO EMPRESARIAL LTDA,03822607,RJ,Sociedade Empresária Limitada,14353,6.0E7,6
NLAT EMPREENDIMENTOS TURISTICOS LTDA,03733910,RN,Sociedade Empresária Limitada,14353,7.2E7,6
LOGIC E BIZ - COMPUTADORES E SISTEMAS,03810265,RJ,Sociedade Simples Pura,219,7.2E7,6
REALCRED - FINANCAS TECNOLOGIA E SERVICOS LTDA,03755826,SC,Sociedade Empresária Limitada,14353,9.78E7,6
S. P. PNEUS LTDA,03716800,GO,Sociedade Empresária Limitada,14353,1.08E8,6
ADMINISTRADORA DE CONSORCIOS SAPEMA LTDA,03776836,SC,Sociedade Empresária Limitada,14353,1.11E8,6
OMSYS DO BRASIL INTEGRACAO DIGITAL LTDA,03743418,MG,Sociedade Empresária Limitada,14353,1.2E8,6
ALFAMA DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA,03786032,PR,Sociedade Empresária Limitada,14353,1.2E8,6
ORBITA ADMINISTRADORA DE IMOVEIS LTDA,03778574,BA,Sociedade Empresária Limitada,14353,1.26E8,6
ALPHA MALL GRACIOSA EMPREENDIMENTOS IMOBILIARIOS LTDA.,03688013,SP,Sociedade Empresária Limitada,14353,1.6698E8,6
ADMINISTRADORA DE BENS PROCOPIO LTDA,03705483,SC,Sociedade Empresária Limitada,14353,1.728E8,6
VILAS DENTAL CLINIC LTDA,03803449,BA,Sociedade Empresária Limitada,14353,1.746E8,6
BI ADMINISTRADORA DE CARTOES DE CREDITO E SERVICOS LTDA,03732219,SP,Sociedade Empresária Limitada,14353,1.869E8,6
AGROPECUARIA CELONI LTDA,03801500,PR,Sociedade Empresária Limitada,14353,1.92E8,6
AFIXO - EMPREENDIMENTOS E PARTICIPACOES LTDA.,03766001,SP,Sociedade Empresária Limitada,14353,2.2164E8,6
DISTRIBUIDORA MOTORS PARTS LTDA,03791260,RS,Sociedade Empresária Limitada,14353,2.22E8,6
U3 URBANISMO EMPREENDIMENTOS IMOBILIARIOS S.A.,03688408,PR,Sociedade Anônima Fechada,222,2.754E8,6
OPORTUNA TECNOLOGIA E INVESTIMENTOS LTDA.,03774088,SP,Sociedade Empresária Limitada,14353,3.0E8,6
F9C SECURITY LTDA,03822315,SP,Sociedade Empresária Limitada,14353,3.0E8,6
SOMA - SERVICOS ORGANIZACAO E MEIO AMBIENTE LTDA,03743732,PR,Sociedade Empresária Limitada,14353,3.06E8,6
I.M. ADMINISTRACAO E PARTICIPACOES SIMPLES LTDA,03797755,PR,Sociedade Simples Limitada,2029,3.13146E8,6
CLAM - ADMINISTRACAO LOCACAO ARRENDAMENTO E REPRESENTACAO LTDA,03691181,SP,Sociedade Empresária Limitada,14353,3.36E8,6
VINHOS LARENTIS LTDA,03794429,RS,Sociedade Empresária Limitada,14353,3.561504E8,6
CENTRO DE JARDINAGEM JUNKES LTDA,03821728,SC,Sociedade Empresária Limitada,14353,4.08E8,6
TOYAMA DO BRASIL MAQUINAS LTDA.,03817469,PR,Sociedade Empresária Limitada,14353,4.09554E8,6
ITA ONDAS LTDA,03765113,GO,Sociedade Empresária Limitada,14353,4.2E8,6
AUTO POSTO EUROGAZ DE CAXIAS LTDA,03822836,RJ,Sociedade Empresária Limitada,14353,4.2E8,6
TERRA NOBRE EMPREENDIMENTOS IMOBILIARIOS LTDA,03732974,SP,Sociedade Empresária Limitada,14353,4.44E8,6
EGEU PARTICIPACOES LTDA,03822431,RJ,Sociedade Empresária Limitada,14353,4.62E8,6
ASP - PATRIMONIAL LTDA,03751861,BA,Sociedade Empresária Limitada,14353,5.4204E8,6
COMERCIAL BEIRAO DA SERRA LTDA,03713266,RJ,Sociedade Empresária Limitada,14353,6.0E8,6
LF - ADMINISTRACAO PARTICIPACAO E EMPREENDIMENTOS LTDA.,03796689,PE,Sociedade Empresária Limitada,14353,6.0E8,6
ALIANCA ADMINSTRADORA LTDA.,03733035,GO,Sociedade Empresária Limitada,14353,6.022098E8,6
BOAVISTA - EMPREENDIMENTOS IMOBILIARIOS LTDA,03735449,SP,Sociedade Empresária Limitada,14353,6.12E8,6
BAUCIS PARTICIPACOES LTDA,03762836,SP,Sociedade Empresária Limitada,14353,7.17E8,6
TECNOESTE MAQUINAS E EQUIPAMENTOS LTDA,03795465,MS,Sociedade Empresária Limitada,14353,7.2E8,6
POFFO ADMINISTRADORA DE BENS LTDA,03827876,SC,Sociedade Empresária Limitada,14353,7.476E8,6
FIRMIANO EMPREENDIMENTOS E PARTICIPACOES LTDA,03801895,SP,Sociedade Empresária Limitada,14353,8.04E8,6
BOA VIAGEM LOCADORA DE VEICULOS LTDA,03685423,ES,Sociedade Empresária Limitada,14353,8.331876E8,6
SANTA LUCIA EMPREENDIMENTOS LTDA,03814370,BA,Sociedade Empresária Limitada,14353,8.712E8,6
EADI TAUBATE LTDA.,03781767,SP,Sociedade Empresária Limitada,14353,1.0764E9,6
DOMED PRODUTOS E SERVICOS DE SAUDE LTDA,03771319,DF,Sociedade Empresária Limitada,14353,1.2E9,6
CRR - CENTRO DE RECICLAGEM - RIO LTDA,03802753,RJ,Sociedade Empresária Limitada,14353,1.5E9,6
PROADEC BRASIL LTDA,03821074,PR,Sociedade Empresária Limitada,14353,1.572306552E9,6
OSEP BRASIL LTDA.,03738530,RJ,Sociedade Empresária Limitada,14353,1.584E9,6
MYCOUNTRY BRAZIL LTDA,03730989,SP,Sociedade Empresária Limitada,14353,2.0000946E9,6
CONNECTOWAY SOLUCOES INTELIGENTES EM TECNOLOGIA LTDA,03822909,PE,Sociedade Empresária Limitada,14353,2.016E9,6
DOURO EMPREENDIMENTOS LTDA,03795068,PE,Sociedade Empresária Limitada,14353,2.7558E9,6
EFC INVESTIMENTOS E PARTICIPACOES SOCIETARIAS LTDA,03697840,RN,Sociedade Empresária Limitada,14353,3.43434E9,6
ARY BRASIL PARTICIPACOES LTDA,03735012,CE,Sociedade Empresária Limitada,14353,4.3523952E9,6
LOLA PARTICIPACOES LTDA,03730731,SC,Sociedade Empresária Limitada,14353,4.791716886E9,6
LOKAU PATRIMONIAL LTDA,03784306,SP,Sociedade Empresária Limitada,14353,5.0763E9,6
CEPEMAR SERVICOS DE CONSULTORIA EM MEIO AMBIENTE LTDA,03770522,ES,Sociedade Empresária Limitada,14353,6.7899456E9,6
MAX PARTICIPACOES LTDA,03776021,SP,Sociedade Empresária Limitada,14353,9.0006012E9,6
PANTANAL ENERGETICA LTDA,03771820,RJ,Sociedade Empresária Limitada,14353,9.1965138E9,6
VERDE VALE PARTICIPACOES E ASSESSORIA EMPRESARIAL LTDA,03724495,SP,Sociedade Empresária Limitada,14353,9.2768796E9,6
DISKPAR LOGISTICA E AUTOMACAO LTDA.,03684434,SP,Sociedade Empresária Limitada,14353,1.069146E10,6
J.A. SAUDE ANIMAL INDUSTRIA E COMERCIO DE PRODUTOS VETERINARIOS S/A,03749465,SP,Sociedade Anônima Fechada,222,1.11751236E10,6
CENTRO SUPERIOR DE ESTUDOS DE MANHUACU LTDA,03752343,MG,Sociedade Empresária Limitada,14353,1.2E10,6
FAZENDA REAL COMERCIO REPRESENTACAO DE PRODUTOS AGROPECUARIOS LTDA,03729709,BA,Sociedade Empresária Limitada,14353,1.50768408E10,6
JSTX PARTICIPACOES LTDA.,03814598,SP,Sociedade Empresária Limitada,14353,3.35534274E10,6
ELLENCO EMPREENDIMENTOS IMOBILIARIOS LTDA,03745955,SP,Sociedade Empresária Limitada,14353,3.86730972E10,6
PHB INDUSTRIAL S/A,03698762,SP,Sociedade Anônima Fechada,222,5.08059384E10,6
MARATA SUCOS DO NORDESTE LTDA.,03822667,SE,Sociedade Empresária Limitada,14353,6.8683857588E10,6
PARAGON AGENCY - MARKETING EVENTOS PROMOCOES E CULTURA SOCIEDADE SIMPLES LIMITADA,03790778,SP,Sociedade Simples Limitada,2029,2.5E5,5
S.E.F. PRESTADORES DE SERVICOS MEDICOS S/S,03778643,SP,Sociedade Simples Pura,219,4.5E5,5
INSTITUTO DE UROLOGIA MIRASSOL LTDA,03720006,SP,Sociedade Empresária Limitada,14353,5.0E5,5
ATHEROS SERVICOS MEDICOS ASSOCIADOS LTDA,03721504,SP,Sociedade Empresária Limitada,14353,5.0E5,5
STR-SERVICOS TECNICOS EM RADIOLOGIA LTDA,03733972,PR,Sociedade Empresária Limitada,14353,5.0E5,5
NOVA GX COMERCIO E PARTICIPACAO LTDA,03764553,SP,Sociedade Empresária Limitada,14353,5.0E5,5
MABILIA E ADVOGADOS ASSOCIADOS,03774393,SP,Sociedade Simples Limitada,2029,5.0E5,5
LIDY REAL ASSESSORIA DE COBRANCAS S/S LTDA,03784173,SP,Sociedade Simples Limitada,2029,5.0E5,5
BUSINESS & CONSULTING CONSULTORIA EMPRESARIAL LTDA,03796056,SP,Sociedade Simples Limitada,2029,5.0E5,5
ESPACO PALAVRA EDITORA E ARTE LTDA,03831038,SP,Sociedade Empresária Limitada,14353,5.0E5,5
2+ ARTE DIGITAL LTDA,03834726,SP,Sociedade Empresária Limitada,14353,5.0E5,5
AMELIA RAMOS EMPREENDIMENTOS S/S LTDA,03742146,SP,Sociedade Simples Limitada,2029,6.0E5,5
REPRESENTACOES ASTECA LTDA,03790725,MG,Sociedade Empresária Limitada,14353,6.25E5,5
GASTROENDOSCOPICA - GASTROENTEROLOGIA E ENDOSCOPIA LTDA,03715635,SP,Sociedade Simples Limitada,2029,7.5E5,5
REPRESENTACOES POTIARA LTDA,03795330,MG,Sociedade Empresária Limitada,14353,7.5E5,5
NEUROGASTRO - MEDICOS ASSOCIADOS LTDA,03690337,RJ,Sociedade Simples Limitada,2029,1.0E6,5
GODOY & GODOY ESCOLA INTERNACIONAL DE TERAPIA LINFATICA LTDA,03705042,SP,Sociedade Simples Limitada,2029,1.0E6,5
JOAO TAVARES DE LIMA & ADVOGADOS ASSOCIADOS,03707710,PR,Sociedade Simples Pura,219,1.0E6,5
CENTRO DE FORMACAO DE CONDUTORES DE GUARATINGUETA LTDA,03714681,SP,Sociedade Empresária Limitada,14353,1.0E6,5
ASSISTENCIA MEDICA BECAMAR LTDA,03749056,RJ,Sociedade Simples Limitada,2029,1.0E6,5
VLB NEFROLOGIA S/S.,03785371,SP,Sociedade Simples Pura,219,1.0E6,5
VIEIRA E LEIRA SOCIEDADE DE ADVOGADOS,03795247,SP,Sociedade Simples Pura,219,1.0E6,5
N. MARINHO MARKETING LTDA,03802084,SC,Sociedade Empresária Limitada,14353,1.0E6,5
CENTRO DE FORMACAO DE CONDUTORES GUARIBA LTDA,03699720,SP,Sociedade Empresária Limitada,14353,1.05E6,5
AREIAS PROGRESSO LTDA,03733302,RS,Sociedade Empresária Limitada,14353,1.05E6,5
MED-LABOR SERVICOS MEDICOS E SAUDE OCUPACIONAL S/S LTDA,03687664,SP,Sociedade Simples Limitada,2029,1.2E6,5
F.C.M. CONSULTORIA DESPORTIVA LTDA,03699057,MG,Sociedade Simples Limitada,2029,1.25E6,5
PMW CONSULTORIA E ASSESSORIA CONTABIL LTDA,03810164,SP,Sociedade Simples Limitada,2029,1.25E6,5
MENUPRES PRESTACAO DE SERVICOS LTDA,03708053,DF,Sociedade Empresária Limitada,14353,1.5E6,5
CLINICA MULTIDISCIPLINAR DE SAUDE LTDA,03758580,RJ,Sociedade Empresária Limitada,14353,1.5E6,5
FORSTER E MININEL ADVOGADOS,03789441,SP,Sociedade Simples Pura,219,1.5E6,5
ASSESSORIA MEDICA LTDA,03819953,PE,Sociedade Empresária Limitada,14353,1.5E6,5
SERVICO DE CIRURGIA SAO FRANCISCO S/S LTDA,03829187,SP,Sociedade Simples Limitada,2029,1.5E6,5
ORTO TRAUMA ARACATUBA LTDA,03754171,SP,Sociedade Simples Limitada,2029,1.8E6,5
CLLINICA - CLINICA MEDICA GURTOVENCO LTDA,03726694,SP,Sociedade Simples Limitada,2029,2.0E6,5
ANANIAS & MIRANDA CLINICOS ASSOCIADOS LTDA,03761325,RJ,Sociedade Simples Limitada,2029,2.0E6,5
MONTENEGRO ZANOCCHI E GENTILE ADVOGADOS,03788634,CE,Sociedade Simples Pura,219,2.0E6,5
JS CONSULTORIA S/S LTDA,03686165,SC,Sociedade Simples Limitada,2029,2.5E6,5
NESTI MALAFAIA ASSISTENCIA MEDICA,03717830,RJ,Sociedade Simples Pura,219,2.5E6,5
MALUF E MORENO - ADVOGADOS ASSOCIADOS,03730267,SP,Sociedade Simples Pura,219,2.5E6,5
NATURAL COOK INDUSTRIA DE PRODUTOS ALIMENTICIOS LTDA,03748442,SP,Sociedade Empresária Limitada,14353,2.5E6,5
CENTRO FELICIO ROCHO DE NEFROLOGIA LTDA.,03793750,MG,Sociedade Simples Limitada,2029,2.5E6,5
LABOR SAFETY ASSESSORIA E CONSULTORIA EM SEGURANCA E MEDICINA DO TRABALHO LTDA,03819235,SP,Sociedade Empresária Limitada,14353,2.5E6,5
ESTACIONAMENTO FAMILY PARK LTDA,03699641,SP,Sociedade Empresária Limitada,14353,2.7E6,5
ART JURIDICA LTDA,03684648,SP,Sociedade Empresária Limitada,14353,3.0E6,5
C.F.C. BRASILIA ITARARE LTDA,03687201,SP,Sociedade Empresária Limitada,14353,3.0E6,5
TREVISANI VIEIRA VALADARES LTDA,03809148,MG,Sociedade Simples Limitada,2029,4.0E6,5
SOLUCAO ASSESSORIA E CONSULTORIA EM GESTAO EMPRESARIAL LTDA,03829913,MG,Sociedade Simples Limitada,2029,4.935E6,5
DELMANTO ADVOCACIA,03700305,SP,Sociedade Simples Pura,219,5.0E6,5
ANDRADE & ANDRADE SERVICOS CONTABEIS LTDA,03704786,SP,Sociedade Empresária Limitada,14353,5.0E6,5
ETAPA SERVICOS EMPRESARIAIS LTDA,03713726,RS,Sociedade Empresária Limitada,14353,5.0E6,5
SANCHEZ PROJETOS DE EDIFICACOES LTDA,03748747,SP,Sociedade Simples Limitada,2029,5.0E6,5
VK LTDA.,03755054,SP,Sociedade Empresária Limitada,14353,5.0E6,5
TRANSPORTES LIMOEIRO LTDA,03756243,MG,Sociedade Empresária Limitada,14353,5.0E6,5
ROSSATO & CIA LTDA,03765964,RS,Sociedade Simples Limitada,2029,5.0E6,5
TRADICAO COMERCIO E PROCESSAMENTO DE DADOS LTDA,03773668,SP,Sociedade Empresária Limitada,14353,5.0E6,5
RAMONE'S ADMINISTRADORA E CORRETORA DE SEGUROS LTDA,03779353,MG,Sociedade Empresária Limitada,14353,5.0E6,5
DENCOR SERVICOS MEDICOS S/S,03783351,SP,Sociedade Simples Pura,219,5.0E6,5
RUSHYNI GESTAO COMERCIAL E REPRESENTACOES LTDA,03783371,SP,Sociedade Empresária Limitada,14353,5.0E6,5
GAUSS CURSO PREPARATORIO LTDA,03786323,RJ,Sociedade Empresária Limitada,14353,5.0E6,5
SERVICO DE ANESTESIOLOGIA DA BAHIA LTDA,03803479,BA,Sociedade Empresária Limitada,14353,5.0E6,5
G& C ASSOCIADOS LTDA,03811923,MG,Sociedade Simples Limitada,2029,5.0E6,5
REMAF REPRESENTACOES DE MAQUINAS E FERRAMENTAS LTDA,03818013,MG,Sociedade Empresária Limitada,14353,5.0E6,5
DAP CONSULTORIA E GESTAO DE INVESTIMENTOS LTDA,03832769,MG,Sociedade Empresária Limitada,14353,5.0E6,5
CENTRO CIRURGICO DA VISAO LTDA,03813079,CE,Sociedade Empresária Limitada,14353,6.0E6,5
NUCLEO DE PSICOTERAPEUTAS ASSOCIADAS DE PERNAMBUCO S/S LTDA,03703411,PE,Sociedade Simples Limitada,2029,7.0E6,5
OTIMIZE DIVULGACAO E PUBLICIDADE LTDA,03685834,MG,Sociedade Empresária Limitada,14353,7.5E6,5
BAMBINI'S BUFFET E RECREACAO INFANTIL LTDA,03692914,SP,Sociedade Empresária Limitada,14353,7.5E6,5
SEBRASUL ASSESSORIA E CORRETAGEM DE SEGUROS LTDA,03775101,SP,Sociedade Empresária Limitada,14353,7.5E6,5
G S EQUIPAMENTOS E SOLUCOES LTDA,03812972,SP,Sociedade Empresária Limitada,14353,7.5E6,5
HELITA E WIGBERTO AZEVEDO-CONSULTORIOS MEDICOS LTDA,03714405,BA,Sociedade Simples Limitada,2029,7.725E6,5
MELO AGROPECUARIA LTDA,03763034,GO,Sociedade Empresária Limitada,14353,9.1155E6,5
SONICS CLINICA DE ECOCARDIOGRAFIA LTDA,03691864,RS,Sociedade Empresária Limitada,14353,1.0E7,5
SERTEC ASSESSORIA COMERCIAL LTDA,03697100,SP,Sociedade Simples Limitada,2029,1.0E7,5
A. P. DE ALENCAR & CIA LTDA,03700190,PR,Sociedade Empresária Limitada,14353,1.0E7,5
APA - ADMINISTRACAO E PLANEJAMENTO AGRO PECUARIOS S/S,03745809,MS,Sociedade Simples Limitada,2029,1.0E7,5
TMM ENTRETENIMENTO LTDA,03747551,MG,Sociedade Empresária Limitada,14353,1.0E7,5
INFORCLIC SERVICOS DE INFORMATICA LTDA,03748635,MG,Sociedade Empresária Limitada,14353,1.0E7,5
OPEN ADMINISTRACAO IMOBILIARIA EMPREENDIMENTOS E PARTICIPACOES LTDA,03749764,RS,Sociedade Empresária Limitada,14353,1.0E7,5
CLINICA CIRURGICA E OBSTETRICA DE VALENCA LTDA,03762708,BA,Sociedade Empresária Limitada,14353,1.0E7,5
FERNANDO NEVES ADVOGADOS E CONSULTORES ASSOCIADOS,03766775,BA,Sociedade Simples Pura,219,1.0E7,5
SPE PANAMBY EMPREENDIMENTOS IMOBILIARIOS LTDA,03769513,SP,Sociedade Empresária Limitada,14353,1.0E7,5
CLINICA JR CERIBELLI S/S LTDA ME,03782462,PR,Sociedade Simples Limitada,2029,1.0E7,5
POLYTEC CONSULTORIA E ASSESSORIA S/C LTDA,03795949,BA,Sociedade Simples Limitada,2029,1.0E7,5
PODOLOGIA ORTHOFEET TRUTA LTDA,03802178,SP,Sociedade Empresária Limitada,14353,1.0E7,5
F F G SERVICOS E APOIO EMPRESARIAL LTDA,03806096,SP,Sociedade Empresária Limitada,14353,1.0E7,5
INDUSTRIA E COMERCIO NORONHA & SILVA LTDA,03828661,MG,Sociedade Empresária Limitada,14353,1.0E7,5
FCA GESTAO DE EMPRESAS LTDA,03833545,SP,Sociedade Empresária Limitada,14353,1.0E7,5
GRAO ADMINISTRACAO E PARTICIPACOES LTDA,03690057,PR,Sociedade Empresária Limitada,14353,1.1E7,5
JONAS DE OLIVEIRA PORTO FELIZ & CIA LTDA,03704231,SP,Sociedade Empresária Limitada,14353,1.5E7,5
RADIO ALTO VALE LTDA,03758354,SC,Sociedade Empresária Limitada,14353,1.5E7,5
PONTOCOM PARTNERS INFORMATICA LTDA,03769997,SP,Sociedade Empresária Limitada,14353,1.5E7,5
CENTRO EDUCACIONAL DE ORLANDIA LTDA,03696388,SP,Sociedade Simples Limitada,2029,2.0E7,5
IRENE FRANCO MOVEIS E DECORACOES LTDA,03781491,PR,Sociedade Empresária Limitada,14353,2.0E7,5
ICTR INSTITUTO DO CANCER E TRANSPLANTE LTDA,03824198,PR,Sociedade Empresária Limitada,14353,2.0E7,5
UNIAO SUL-AMERICANA DE EDUCACAO LTDA,03798621,GO,Sociedade Empresária Limitada,14353,2.25E7,5
CENTRO ODONTOLOGICO MORENO LTDA,03724285,SP,Sociedade Empresária Limitada,14353,2.5E7,5
MSPL ADMINISTRACAO DE BENS E ASSESSORIA COMERCIAL FINANCEIRA E ORCAMENTARIA LTDA,03738883,RJ,Sociedade Empresária Limitada,14353,2.5E7,5
CASA NADIR CONFECCOES LTDA,03790022,SP,Sociedade Empresária Limitada,14353,2.5E7,5
ALPHASEVEN LAVANDERIA LTDA,03818474,SP,Sociedade Empresária Limitada,14353,2.5E7,5
MARKET EMPREENDEDORA S/A,03780699,GO,Sociedade Anônima Fechada,222,2.75E7,5
PANIFICADORA BRASIL 500 LTDA,03792832,SP,Sociedade Empresária Limitada,14353,3.0E7,5
EMPREENDIMENTOS ITAVERAVA LTDA,03699326,MG,Sociedade Empresária Limitada,14353,3.5E7,5
CENTRO EDUCACIONAL MICHERROT LTDA,03751055,SC,Sociedade Empresária Limitada,14353,3.6E7,5
CLINICA OFTALMOLOGICA DE VILLAS LTDA,03752982,BA,Sociedade Empresária Limitada,14353,3.75E7,5
AUTO POSTO PORTAL DE NOVA AMERICA LTDA,03686190,SP,Sociedade Empresária Limitada,14353,4.0E7,5
INTER COATINGS COMERCIO E REPRESENTACOES LTDA,03730515,SC,Sociedade Empresária Limitada,14353,4.0E7,5
GIH - EMPREENDIMENTO MEDICO LTDA,03752125,BA,Sociedade Empresária Limitada,14353,4.0E7,5
IMBETIBA CENTRO ORTOPEDICO LTDA,03824657,RJ,Sociedade Empresária Limitada,14353,4.2E7,5
LOTEAMENTO ITARARE II LTDA,03833063,PB,Sociedade Empresária Limitada,14353,4.5E7,5
DK - ODONTOLOGIA LTDA,03809816,BA,Sociedade Simples Limitada,2029,4.77E7,5
CIVILSEG ENGENHARIA LTDA,03695702,SP,Sociedade Empresária Limitada,14353,4.8E7,5
COLEGIO ORLANDIA LTDA,03696360,SP,Sociedade Simples Limitada,2029,5.0E7,5
CLINICA DE DERMATOLOGIA E ENDOCRINOLOGIA AMAZONAS LTDA,03718023,AM,Sociedade Empresária Limitada,14353,5.0E7,5
CEA CONSORCIO DE ENGENHARIA E ARQUITETURA SOCIEDADE SIMPLES,03722061,BA,Sociedade Simples Limitada,2029,5.0E7,5
INVESTAR PARTICIPACOES LTDA,03745613,CE,Sociedade Empresária Limitada,14353,5.0E7,5
EDUTEC EDUCACAO E TECNOLOGIA,03756625,RJ,Sociedade Simples Pura,219,5.0E7,5
PANORAMA BRASIL EDITORA LTDA,03763432,SP,Sociedade Empresária Limitada,14353,5.0E7,5
DNA CENTER S/S LTDA,03787962,RN,Sociedade Simples Limitada,2029,5.0E7,5
DATASAFE LTDA,03789132,SP,Sociedade Empresária Limitada,14353,5.0E7,5
MENDES MIGUEL CONSULTORES ASSOCIADOS LTDA.,03831017,SP,Sociedade Empresária Limitada,14353,5.0E7,5
INDUSTRIA DE DOCES E CONSERVAS KINKAS LTDA,03834521,RS,Sociedade Empresária Limitada,14353,5.0E7,5
FRANA ADMINISTRACAO E PARTICIPACOES LTDA.,03800063,RS,Sociedade Empresária Limitada,14353,5.5E7,5
PERIN & DIAS PERIN LTDA,03696783,MT,Sociedade Empresária Limitada,14353,5.75E7,5
TIZATTO WILDNER E LUZ ADVOGADOS ASSOCIADOS,03782683,RS,Sociedade Simples Limitada,2029,5.8155E7,5
BBS TREINAMENTO E CONSULTORIA EM FINANCAS LTDA.,03706152,SP,Sociedade Empresária Limitada,14353,6.0E7,5
CENTRO DE FORMACAO DE CONDUTORES FAMA LTDA,03776439,PR,Sociedade Empresária Limitada,14353,6.1E7,5
BIT SERVICES INOVACAO E TECNOLOGIA LTDA.,03789968,RJ,Sociedade Empresária Limitada,14353,6.6496E7,5
LOYAL STONE COMERCIO DISTRIBUICAO E EXPORTACAO DE MARMORES E GRANITOS LTDA,03757159,ES,Sociedade Empresária Limitada,14353,7.5E7,5
HR DO BRASIL LTDA,03799221,BA,Sociedade Empresária Limitada,14353,7.5E7,5
AGROPECUARIA GRACEL LTDA,03725109,PR,Sociedade Empresária Limitada,14353,8.2789E7,5
ANSILIERO TRANSPORTES LTDA,03762231,SC,Sociedade Empresária Limitada,14353,8.5E7,5
SHANGRI-LA EMPREENDIMENTOS IMOBILIARIOS LTDA,03786689,SP,Sociedade Empresária Limitada,14353,8.75E7,5
LID LAIS FACTORING FOMENTO COMERCIAL LTDA,03721517,MG,Sociedade Empresária Limitada,14353,1.0E8,5
SCHMITT - ADVOGADOS,03743626,RJ,Sociedade Simples Pura,219,1.0E8,5
SOCIEDADE MANTENEDORA DE ENSINO SUPERIOR DE PRIMAVERA DO LESTE LTDA.,03766998,MT,Sociedade Empresária Limitada,14353,1.01E8,5
FAZENDA COLIBRI LTDA,03833677,SC,Sociedade Empresária Limitada,14353,1.04805E8,5
Z & K EMPREENDIMENTOS IMOBILIARIOS LTDA,03786916,MG,Sociedade Empresária Limitada,14353,1.2E8,5
C.E.C. - CENTRO ESPECIALIZADO EM CARDIOLOGIA LTDA,03728891,SP,Sociedade Simples Limitada,2029,1.25E8,5
TRIADE SOLUCOES INTELIGENTES INFORMATICA LTDA,03832130,RJ,Sociedade Empresária Limitada,14353,1.25E8,5
ODIFF QUIMICA DO BRASIL LTDA,03786314,SC,Sociedade Empresária Limitada,14353,1.35E8,5
RIO BONITO SERVICOS DE APOIO RODOVIARIO LTDA,03702054,RJ,Sociedade Empresária Limitada,14353,1.465E8,5
COMERCIO DE TECIDOS VERANA LTDA,03702169,SP,Sociedade Empresária Limitada,14353,1.5E8,5
AGRO COMERCIAL WISER LTDA.,03713405,SP,Sociedade Empresária Limitada,14353,1.5E8,5
ILHOTA PATRIMONIAL LTDA,03754276,BA,Sociedade Empresária Limitada,14353,1.5E8,5
R.Z.M. INDUSTRIA E COMERCIO AGROPECUARIA LTDA,03762825,SC,Sociedade Empresária Limitada,14353,1.5E8,5
RADIO SANTA TEREZA DO OESTE LTDA,03702547,PR,Sociedade Empresária Limitada,14353,1.68E8,5
LEGRIS DO BRASIL LTDA.,03792332,SP,Sociedade Empresária Limitada,14353,1.75E8,5
EDITORA UNIVERSIDADE SAO JUDAS TADEU,03777862,SP,Sociedade Empresária Limitada,14353,1.805E8,5
SANZINETECH INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE TELAS LTDA,03769516,SP,Sociedade Empresária Limitada,14353,1.945E8,5
CEU AZUL PARTICIPACOES LTDA,03828938,BA,Sociedade Empresária Limitada,14353,2.16E8,5
RADIO CIDADE DE MARACAJU LTDA,03746146,MS,Sociedade Empresária Limitada,14353,2.2020377E8,5
CAMPININVEST - BANCO DE NEGOCIOS E PARTICIPACOES LTDA,03780494,SP,Sociedade Empresária Limitada,14353,2.4E8,5
CONSTRUTORA VALLE RIBEIRO LTDA,03708292,MG,Sociedade Empresária Limitada,14353,2.5E8,5
ROSELLI & FILHOS EMPREENDIMENTOS IMOBILIARIOS LTDA,03746618,SP,Sociedade Empresária Limitada,14353,2.5E8,5
AGRICOLA CASSUNUNGA LTDA,03818697,GO,Sociedade Empresária Limitada,14353,2.5E8,5
YPE PARTICIPACOES LTDA,03693188,MS,Sociedade Empresária Limitada,14353,2.726E8,5
TECNO CLEAN INDUSTRIAL LTDA.,03723481,MG,Sociedade Empresária Limitada,14353,2.75E8,5
COMERCIAL DE LATICINIOS NATURALAT LTDA,03695984,PR,Sociedade Empresária Limitada,14353,2.85E8,5
HEDGING-GRIFFO INTERMEDIACAO E SERVICOS FINANCEIROS LIMITADA,03773939,SP,Sociedade Simples Limitada,2029,2.903965E8,5
RUX ANDAIMES LIMITADA,03826425,RS,Sociedade Empresária Limitada,14353,2.95E8,5
ELEGANCE REVESTIMENTOS CERAMICOS LTDA.,03782288,MG,Sociedade Empresária Limitada,14353,3.25E8,5
ROSAN EMPREENDIMENTOS E PARTICIPACOES LTDA,03804397,SP,Sociedade Empresária Limitada,14353,3.255E8,5
INFOCOM AMAZONAS LTDA,03751454,AM,Sociedade Empresária Limitada,14353,3.5E8,5
BARATAO SHOPPING SECOS E MOLHADOS LTDA.,03805266,GO,Sociedade Empresária Limitada,14353,3.5E8,5
CABRAL II LTDA,03826406,MG,Sociedade Empresária Limitada,14353,4.703955E8,5
